Região - Sigla;Estado - Sigla;Município;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;GO;AGUAS LINDAS DE GOIAS;SEVERINO DO RAMOS CAVALCANTI DA SILVA;7,36755E+12;GLP;05/11/2019;64;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;YVES NILO BARBOSA GONÇALVES - ME;7,86971E+12;GLP;05/11/2019;63;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;FRANCISCO DE PAULO GOMES;7,52062E+12;GLP;11/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;IMPERIAL GAS EIRELI - ME;2,70796E+13;GLP;11/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ADALSINO MENDONÇA DUARTE;4,53208E+12;GLP;12/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;COMERCIAL DE ALIMENTOS MAX - WS LTDA;7,16015E+12;GLP;12/11/2019;65;53.61;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;CR & ES COMÉRCIO DE GÁS LTDA. - ME;1,12933E+13;GLP;12/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;NOVO GÁS COMÉRCIO E DISTRIBUIÇÃO DE GAS LTDA.;1,14681E+13;GLP;12/11/2019;63;52.57;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ORLANDO DA SILVA DANTAS ODALIO GÁS ME;1,49618E+13;GLP;12/11/2019;63;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;SEVERINO DO RAMOS CAVALCANTI DA SILVA;7,36755E+12;GLP;12/11/2019;64;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ADALSINO MENDONÇA DUARTE;4,53208E+12;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;BETO GAS DISTRIBUIDORA LTDA - ME;1,71904E+13;GLP;19/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;COMERCIAL DE ALIMENTOS MAX - WS LTDA;7,16015E+12;GLP;19/11/2019;65;53.61;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;CR & ES COMÉRCIO DE GÁS LTDA. - ME;1,12933E+13;GLP;19/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;FRANCISCO DE PAULO GOMES;7,52062E+12;GLP;19/11/2019;58;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;NOVO GÁS COMÉRCIO E DISTRIBUIÇÃO DE GAS LTDA.;1,14681E+13;GLP;19/11/2019;60;52.561;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;SEVERINO DO RAMOS CAVALCANTI DA SILVA;7,36755E+12;GLP;19/11/2019;64;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;YVES NILO BARBOSA GONÇALVES - ME;7,86971E+12;GLP;19/11/2019;63;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;IMPERIAL GAS EIRELI - ME;2,70796E+13;GLP;25/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ORLANDO DA SILVA DANTAS ODALIO GÁS ME;1,49618E+13;GLP;25/11/2019;68;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;ROMILDO DE ARAUJO MEDEIROS - ME;1,03664E+13;GLP;25/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;BETO GAS DISTRIBUIDORA LTDA - ME;1,71904E+13;GLP;26/11/2019;65;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;COMERCIAL DE ALIMENTOS MAX - WS LTDA;7,16015E+12;GLP;26/11/2019;65;53.61;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;CR & ES COMÉRCIO DE GÁS LTDA. - ME;1,12933E+13;GLP;26/11/2019;60;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;NOVO GÁS COMÉRCIO E DISTRIBUIÇÃO DE GAS LTDA.;1,14681E+13;GLP;26/11/2019;60;52.561;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;SEVERINO DO RAMOS CAVALCANTI DA SILVA;7,36755E+12;GLP;26/11/2019;64;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ALEXANDRE SILVA ANDRADE;1,20265E+13;GLP;05/11/2019;74;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ALVES DA SILVA E VIEIRA LTDA.;5,14407E+11;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AMELIA DE OLIVEIRA MATOS GONCALVES 49824295100;1,55194E+13;GLP;05/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AUTO POSTO CERRADO LTDA.;7,82696E+12;GLP;05/11/2019;72;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BARROS E ABRANTES LTDA.;9,40976E+12;GLP;05/11/2019;72;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BORJA E MOREIRA DISTRIBUIDORA DE BEBIDAS E GAS LTDA - ME;1,66782E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;CLEUSA ALVES DA MATA OLIVEIRA;1,84782E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;COMERCIAL DE SECOS E MOLHADOS MINI PREÇO LTDA;4,88391E+12;GLP;05/11/2019;73;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ELIANE DE SÁ RIBEIRO;4,4577E+12;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FAMÍLIA COMÉRCIO DE CEREAIS LTDA.;5,91914E+12;GLP;05/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;M D COMÉRCIO DE GÁS LTDA;1,29788E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;MOACIR MAGALHAES FILHO;8,70271E+11;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;NARCEU BORGES;6,22707E+12;GLP;05/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;OI GAS LTDA ME;1,4453E+13;GLP;05/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ROMILDA MARTINS BONFIM MELO;1,25178E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TRISTÃO & SILVA LTDA;5,89707E+12;GLP;05/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;URBANO CAETANO DE SOUZA;1,10904E+12;GLP;05/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;VANIA DE FREITAS ARAUJO - ME;1,24959E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;WELLINGTON ALVES MONTEIRO 73439690130;1,89575E+13;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TRISTÃO & SILVA LTDA;5,89707E+12;GLP;12/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ALEXANDRE SILVA ANDRADE;1,20265E+13;GLP;13/11/2019;74;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AMELIA DE OLIVEIRA MATOS GONCALVES 49824295100;1,55194E+13;GLP;13/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AUTO POSTO CERRADO LTDA.;7,82696E+12;GLP;13/11/2019;72;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BARROS E ABRANTES LTDA.;9,40976E+12;GLP;13/11/2019;72;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;CLEUSA ALVES DA MATA OLIVEIRA;1,84782E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;COMERCIAL DE SECOS E MOLHADOS MINI PREÇO LTDA;4,88391E+12;GLP;13/11/2019;73;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;DEPOSITO ARAUJO LTDA;2,12105E+12;GLP;13/11/2019;72;55.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FAMÍLIA COMÉRCIO DE CEREAIS LTDA.;5,91914E+12;GLP;13/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FERNANDO DOS SANTOS 92940994153;1,64362E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;HIRON MOREIRA TEIXEIRA - ME;1,25038E+13;GLP;13/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;M D COMÉRCIO DE GÁS LTDA;1,29788E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;MELCHIOR JUSCELINO DE SOUSA;2,59868E+12;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;NARCEU BORGES;6,22707E+12;GLP;13/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;OI GAS LTDA ME;1,4453E+13;GLP;13/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;PEG PAG DUTRA LTDA;6,911E+12;GLP;13/11/2019;73;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ROMILDA MARTINS BONFIM MELO;1,25178E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;S R DA SILVA - ME;1,20908E+13;GLP;13/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;URBANO CAETANO DE SOUZA;1,10904E+12;GLP;13/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ALEXANDRE SILVA ANDRADE;1,20265E+13;GLP;20/11/2019;74;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AMELIA DE OLIVEIRA MATOS GONCALVES 49824295100;1,55194E+13;GLP;20/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AUTO POSTO CERRADO LTDA.;7,82696E+12;GLP;20/11/2019;72;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BARROS E ABRANTES LTDA.;9,40976E+12;GLP;20/11/2019;72;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BORJA E MOREIRA DISTRIBUIDORA DE BEBIDAS E GAS LTDA - ME;1,66782E+13;GLP;20/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;CLEUSA ALVES DA MATA OLIVEIRA;1,84782E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;COMERCIAL DE SECOS E MOLHADOS MINI PREÇO LTDA;4,88391E+12;GLP;20/11/2019;73;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FAMÍLIA COMÉRCIO DE CEREAIS LTDA.;5,91914E+12;GLP;20/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FERNANDO DOS SANTOS 92940994153;1,64362E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FRANCISCO CANINDE BARBOZA;4,23484E+12;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;HIRON MOREIRA TEIXEIRA - ME;1,25038E+13;GLP;20/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;M D COMÉRCIO DE GÁS LTDA;1,29788E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;MOACIR MAGALHAES FILHO;8,70271E+11;GLP;20/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;NARCEU BORGES;6,22707E+12;GLP;20/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;OI GAS LTDA ME;1,4453E+13;GLP;20/11/2019;73;51.05;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;ROMILDA MARTINS BONFIM MELO;1,25178E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TRISTÃO & SILVA LTDA;5,89707E+12;GLP;20/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;URBANO CAETANO DE SOUZA;1,10904E+12;GLP;20/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;VANIA DE FREITAS ARAUJO - ME;1,24959E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BARROS E ABRANTES LTDA.;9,40976E+12;GLP;26/11/2019;72;51.09;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;CLEITON MOREIRA CALIXTO - ME.;1,3846E+13;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;E P DA FONSECA & CIA. LTDA.;3,34443E+12;GLP;26/11/2019;73;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;SANTANA PETROLEO E PECAS LTDA;4,03785E+11;GLP;26/11/2019;75;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TRISTÃO & SILVA LTDA;5,89707E+12;GLP;26/11/2019;74;51.2;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AUTO GÁS COMÉRCIO DE GÁS LTDA;8,94679E+12;GLP;27/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;AUTO POSTO CERRADO LTDA.;7,82696E+12;GLP;27/11/2019;72;51.3;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;CLEUSA ALVES DA MATA OLIVEIRA;1,84782E+13;GLP;27/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FERNANDO DOS SANTOS 92940994153;1,64362E+13;GLP;27/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;GILMAR RODRIGUES MOREIRA;2,99762E+12;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;JEOVÁ SOARES PIRES - ME;9,62333E+12;GLP;27/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;JOSÉ  GOMES VALADÃO JUNIOR;1,25536E+13;GLP;27/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;JULIANE NERES DE BRITO;5,42645E+12;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;MANOEL FURTADO DE SANTANA;3,42193E+12;GLP;27/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;NARCEU BORGES;6,22707E+12;GLP;27/11/2019;73;51.09;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;OI GAS LTDA ME;1,4453E+13;GLP;27/11/2019;73;51.09;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;RENATA GALDINA LINO - ME;1,64166E+13;GLP;27/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;SKINA GAS E BEBIDAS LTDA - ME;1,02874E+13;GLP;27/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;URBANO CAETANO DE SOUZA;1,10904E+12;GLP;27/11/2019;73;51.3;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;A M F BARBOSA - DUDA GAS;1,35167E+13;GLP;05/11/2019;74;56.4;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ANIBAL CAETANO DO CARMO NETO;1,51937E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;AUTO POSTO BESSA LTDA;2,56888E+12;GLP;05/11/2019;73;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMERCIAL D'PASCOAL LTDA.;1,47571E+13;GLP;05/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMETA COMERCIO DE GAS E DERIVADOS LTDA ME;9,69928E+11;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;DIONILIA MEDEIROS DA SILVA;2,86024E+12;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ESTEPHANIO CABRAL SANTOS;1,2026E+13;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;05/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FREDERICO HENRIQUE DA SILVA 94192863120;1,4183E+13;GLP;05/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;J. A DISTRIBUIDORA DE GÁS E BEBIDAS LTDA;1,08664E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;JERUSALEM GAS LTDA.;1,25283E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;LEANDRO GALVÃO DE SOUSA;1,22337E+13;GLP;05/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;M. C. F. E ARAUJO MOTTA PEREIRA;1,07876E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;MOURAO DISTRIBUIDORA DE GAS LTDA.;3,99663E+12;GLP;05/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;NB GAS LTDA - ME;7,52612E+12;GLP;05/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;PABLO HUDSON DE LIMA 00976073129;1,48945E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ROSIVAL A RIOS - ME;1,34128E+13;GLP;05/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;SUPERMERCADO SANTA MARIA DA VITÓRIA LTDA;96427000135;GLP;05/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;A M F BARBOSA - DUDA GAS;1,35167E+13;GLP;12/11/2019;74;56.4;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ANIBAL CAETANO DO CARMO NETO;1,51937E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;AUTO POSTO BESSA LTDA;2,56888E+12;GLP;12/11/2019;73;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMERCIAL D'PASCOAL LTDA.;1,47571E+13;GLP;12/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMETA COMERCIO DE GAS E DERIVADOS LTDA ME;9,69928E+11;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;DIONILIA MEDEIROS DA SILVA;2,86024E+12;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ESTEPHANIO CABRAL SANTOS;1,2026E+13;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;12/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FREDERICO HENRIQUE DA SILVA 94192863120;1,4183E+13;GLP;12/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;J. A DISTRIBUIDORA DE GÁS E BEBIDAS LTDA;1,08664E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;JERUSALEM GAS LTDA.;1,25283E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;LEANDRO GALVÃO DE SOUSA;1,22337E+13;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;M. C. F. E ARAUJO MOTTA PEREIRA;1,07876E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;MOURAO DISTRIBUIDORA DE GAS LTDA.;3,99663E+12;GLP;12/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;NB GAS LTDA - ME;7,52612E+12;GLP;12/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;PABLO HUDSON DE LIMA 00976073129;1,48945E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ROSIVAL A RIOS - ME;1,34128E+13;GLP;12/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;SUPERMERCADO SANTA MARIA DA VITÓRIA LTDA;96427000135;GLP;12/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;19/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;A M F BARBOSA - DUDA GAS;1,35167E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;AUTO POSTO BESSA LTDA;2,56888E+12;GLP;20/11/2019;73;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;BOX EXPRESS SUPERMERCADO LTDA.;1,32097E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMERCIAL D'PASCOAL LTDA.;1,47571E+13;GLP;20/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMETA COMERCIO DE GAS E DERIVADOS LTDA ME;9,69928E+11;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMGÁS DISTRIBUIDORA DE GÁS LTDA;1,21597E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ESTEPHANIO CABRAL SANTOS;1,2026E+13;GLP;20/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;20/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FREDERICO HENRIQUE DA SILVA 94192863120;1,4183E+13;GLP;20/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;HONORIO LOPES DE SOUZA ME;1,44385E+12;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;JERUSALEM GAS LTDA.;1,25283E+13;GLP;20/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;LEANDRO GALVÃO DE SOUSA;1,22337E+13;GLP;20/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;M. C. F. E ARAUJO MOTTA PEREIRA;1,07876E+13;GLP;20/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;MOURAO DISTRIBUIDORA DE GAS LTDA.;3,99663E+12;GLP;20/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;N. A. C. RIBEIRO;5,24172E+12;GLP;20/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;NB GAS LTDA - ME;7,52612E+12;GLP;20/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ODEVANDE MARQUES PEREIRA;1,31972E+13;GLP;20/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;SUPERMERCADO SANTA MARIA DA VITÓRIA LTDA;96427000135;GLP;20/11/2019;72;52.9;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;A M F BARBOSA - DUDA GAS;1,35167E+13;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;AUTO POSTO BESSA LTDA;2,56888E+12;GLP;26/11/2019;73;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;BOX EXPRESS SUPERMERCADO LTDA.;1,32097E+13;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMERCIAL D'PASCOAL LTDA.;1,47571E+13;GLP;26/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMETA COMERCIO DE GAS E DERIVADOS LTDA ME;9,69928E+11;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;COMGÁS DISTRIBUIDORA DE GÁS LTDA;1,21597E+13;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ESTEPHANIO CABRAL SANTOS;1,2026E+13;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;26/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FLAVIO ALVES MACHADO - ME;1,33493E+13;GLP;26/11/2019;74;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;FREDERICO HENRIQUE DA SILVA 94192863120;1,4183E+13;GLP;26/11/2019;72;52.99;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;HONORIO LOPES DE SOUZA ME;1,44385E+12;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;JERUSALEM GAS LTDA.;1,25283E+13;GLP;26/11/2019;72;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;LEANDRO GALVÃO DE SOUSA;1,22337E+13;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;M. C. F. E ARAUJO MOTTA PEREIRA;1,07876E+13;GLP;26/11/2019;70;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;MOURAO DISTRIBUIDORA DE GAS LTDA.;3,99663E+12;GLP;26/11/2019;72;52.9;R$ / 13 kg;BRANCA
