Região - Sigla;Estado - Sigla;Município;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;PA;SANTAREM;CARDOSO PEREIRA & FILHOS LTDA. ME.;1,17621E+13;GLP;12/11/2019;75;70.8;R$ / 13 kg;BRANCA
N;PA;SANTAREM;D. R. DA SILVA COMÉRCIO - ME;7,09956E+12;GLP;12/11/2019;79;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;12/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;12/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F DE PAULO AZEVEDO COMÉRCIO ME;1,19642E+13;GLP;12/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F. M. COTA - ME;2,73905E+13;GLP;12/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;ROSENILDO SIMÃO SILVA ME;1,09043E+13;GLP;12/11/2019;80;65.12;R$ / 13 kg;BRANCA
N;PA;SANTAREM;S & A COMERCIO E SERVICOS LTDA;1,07584E+13;GLP;12/11/2019;80;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;PA;SANTAREM;W. J. DE VASCONCELOS PEREIRA ME.;8,96384E+12;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;WARLISSON M DA SILVA - ME;2,81764E+13;GLP;12/11/2019;70;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A MARIANO LIMA ME;1,22992E+13;GLP;13/11/2019;65;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DERIVADOS DE PETROLEO MACHADO LTDA;1,0253E+13;GLP;13/11/2019;79;67.06;R$ / 13 kg;SABBÁ
N;PA;SANTAREM;E DE L PESSOA COMERCIO - ME;1,99226E+13;GLP;13/11/2019;72;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F R DE GLAUCIO ME;2,406E+13;GLP;13/11/2019;76;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;L. SILVA & R. ANDRADE LTDA - ME.;3,46803E+13;GLP;13/11/2019;78;67.06;R$ / 13 kg;BRANCA
N;PA;SANTAREM;RODRIGO L DA SILVA COMERCIO - ME;1,94589E+13;GLP;13/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A. DOS REIS OLIVEIRA - ME.;7,07634E+12;GLP;19/11/2019;78;64.7;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A.E. AGUIAR SILVA COMERCIO - ME;2,28832E+13;GLP;19/11/2019;73;67;R$ / 13 kg;BRANCA
N;PA;SANTAREM;C KALEB AMORIM DE SOUZA LTDA - ME;2,35662E+13;GLP;19/11/2019;73;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;C. A. DE MORAES PEREIRA PORTO - ME;2,00537E+13;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;CARDOSO PEREIRA & FILHOS LTDA. ME.;1,17621E+13;GLP;19/11/2019;75;70.8;R$ / 13 kg;BRANCA
N;PA;SANTAREM;D. R. DA SILVA COMÉRCIO - ME;7,09956E+12;GLP;19/11/2019;79;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;19/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;19/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F DE PAULO AZEVEDO COMÉRCIO ME;1,19642E+13;GLP;19/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F. M. COTA - ME;2,73905E+13;GLP;19/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;ROSENILDO SIMÃO SILVA ME;1,09043E+13;GLP;19/11/2019;80;65.12;R$ / 13 kg;BRANCA
N;PA;SANTAREM;S & A COMERCIO E SERVICOS LTDA;1,07584E+13;GLP;19/11/2019;80;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;PA;SANTAREM;W. J. DE VASCONCELOS PEREIRA ME.;8,96384E+12;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;WARLISSON M DA SILVA - ME;2,81764E+13;GLP;19/11/2019;70;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A MARIANO LIMA ME;1,22992E+13;GLP;21/11/2019;65;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DERIVADOS DE PETROLEO MACHADO LTDA;1,0253E+13;GLP;21/11/2019;79;67.06;R$ / 13 kg;SABBÁ
N;PA;SANTAREM;E DE L PESSOA COMERCIO - ME;1,99226E+13;GLP;21/11/2019;72;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F R DE GLAUCIO ME;2,406E+13;GLP;21/11/2019;76;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;L. SILVA & R. ANDRADE LTDA - ME.;3,46803E+13;GLP;21/11/2019;78;67.06;R$ / 13 kg;BRANCA
N;PA;SANTAREM;RODRIGO L DA SILVA COMERCIO - ME;1,94589E+13;GLP;21/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A. DOS REIS OLIVEIRA - ME.;7,07634E+12;GLP;27/11/2019;78;64.7;R$ / 13 kg;BRANCA
N;PA;SANTAREM;A.E. AGUIAR SILVA COMERCIO - ME;2,28832E+13;GLP;27/11/2019;73;67.06;R$ / 13 kg;BRANCA
N;PA;SANTAREM;AUTO POSTO SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA;3,45212E+12;GLP;27/11/2019;85;;R$ / 13 kg;EQUADOR
N;PA;SANTAREM;C. A. DE MORAES PEREIRA PORTO - ME;2,00537E+13;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;D. R. DA SILVA COMÉRCIO - ME;7,09956E+12;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DERIVADOS DE PETROLEO MACHADO LTDA;1,0253E+13;GLP;27/11/2019;79;67.06;R$ / 13 kg;SABBÁ
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;27/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;27/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;DISTRIBUIDORA DE GÁS CORREA EIRELI;8,23465E+12;GLP;27/11/2019;78;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;E C AGUIAR;8,35822E+13;GLP;27/11/2019;85;;R$ / 13 kg;EQUADOR
N;PA;SANTAREM;E DE L PESSOA COMERCIO - ME;1,99226E+13;GLP;27/11/2019;73;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;E DE SIQUEIRA MELO COMÉRCIO - ME;9,35577E+12;GLP;27/11/2019;77;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;F. M. COTA - ME;2,73905E+13;GLP;27/11/2019;73;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;J. M. C. PEREIRA;6,04196E+12;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;L. SILVA & R. ANDRADE LTDA - ME.;3,46803E+13;GLP;27/11/2019;78;67.06;R$ / 13 kg;BRANCA
N;PA;SANTAREM;LINHARES E FERREIRA DE FREITAS LTDA;2,10639E+13;GLP;27/11/2019;70;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;MARIA MARLENE LIMA DE SOUZA 41476190291;2,69642E+13;GLP;27/11/2019;73;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;SUPERAMAZON COMERCIO E REPRESENTACOES LTDA;6,00299E+12;GLP;27/11/2019;75;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;TN DOS SANTOS COMERCIO DE GAS EIRELI ME;2,49406E+13;GLP;27/11/2019;73;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;TULIO DE SOUZA BARROS;2,46264E+13;GLP;27/11/2019;72;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;COMÉRCIO DE GÁS LEAL LTDA;6,97576E+12;GLP;06/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;JOÃO BATISTA DUARTE DE OLIVEIRA;5,01631E+12;GLP;06/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA GERDENIA CHAVES PEREIRA - ME;2,2037E+13;GLP;06/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA L G DE SOUSA EIRELI - EPP;7,08574E+12;GLP;06/11/2019;90;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;VALMI LAUX HAMANN;6,83148E+11;GLP;06/11/2019;85;54;R$ / 13 kg;BRANCA
N;PA;XINGUARA;COMÉRCIO DE GÁS LEAL LTDA;6,97576E+12;GLP;13/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;JOÃO BATISTA DUARTE DE OLIVEIRA;5,01631E+12;GLP;13/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA GERDENIA CHAVES PEREIRA - ME;2,2037E+13;GLP;13/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA L G DE SOUSA EIRELI - EPP;7,08574E+12;GLP;13/11/2019;90;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;VALMI LAUX HAMANN;6,83148E+11;GLP;13/11/2019;85;54;R$ / 13 kg;BRANCA
N;PA;XINGUARA;COMÉRCIO DE GÁS LEAL LTDA;6,97576E+12;GLP;21/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;JOÃO BATISTA DUARTE DE OLIVEIRA;5,01631E+12;GLP;21/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA GERDENIA CHAVES PEREIRA - ME;2,2037E+13;GLP;21/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA L G DE SOUSA EIRELI - EPP;7,08574E+12;GLP;21/11/2019;90;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;VALMI LAUX HAMANN;6,83148E+11;GLP;21/11/2019;85;54;R$ / 13 kg;BRANCA
N;PA;XINGUARA;COMÉRCIO DE GÁS LEAL LTDA;6,97576E+12;GLP;27/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;JOÃO BATISTA DUARTE DE OLIVEIRA;5,01631E+12;GLP;27/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA GERDENIA CHAVES PEREIRA - ME;2,2037E+13;GLP;27/11/2019;95;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;MARIA L G DE SOUSA EIRELI - EPP;7,08574E+12;GLP;27/11/2019;90;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;VALMI LAUX HAMANN;6,83148E+11;GLP;27/11/2019;85;54;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;ARILDO PONTES MOREIRA 27215032272;2,64097E+13;GLP;04/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;G. M. CALDEIRA & CIA LTDA - EPP;4,51187E+12;GLP;04/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;MOISES RIBEIRO DE MORAIS - ME;1,37881E+12;GLP;04/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;SS COMERCIO DE GAS LTDA ME;6,37534E+13;GLP;04/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;ARILDO PONTES MOREIRA 27215032272;2,64097E+13;GLP;11/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;DOURADO & BATISTA LTDA;6,19162E+12;GLP;11/11/2019;82;;R$ / 13 kg;IPIRANGA
N;RO;ARIQUEMES;MOISES RIBEIRO DE MORAIS - ME;1,37881E+12;GLP;11/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;MULTIGAS COMERCIO DE GLP LTDA;4,75778E+12;GLP;11/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;ARILDO PONTES MOREIRA 27215032272;2,64097E+13;GLP;21/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;G. M. CALDEIRA & CIA LTDA - EPP;4,51187E+12;GLP;21/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;MOISES RIBEIRO DE MORAIS - ME;1,37881E+12;GLP;21/11/2019;80;67.45;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;SS COMERCIO DE GAS LTDA ME;6,37534E+13;GLP;21/11/2019;83;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;ARILDO PONTES MOREIRA 27215032272;2,64097E+13;GLP;27/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;G. M. CALDEIRA & CIA LTDA - EPP;4,51187E+12;GLP;27/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;MOISES RIBEIRO DE MORAIS - ME;1,37881E+12;GLP;27/11/2019;80;67.45;R$ / 13 kg;BRANCA
N;RO;ARIQUEMES;SS COMERCIO DE GAS LTDA ME;6,37534E+13;GLP;27/11/2019;83;;R$ / 13 kg;BRANCA
N;RO;CACOAL;B & M COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,13083E+13;GLP;04/11/2019;90;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;DIAS & DIAS DISTRIBUIDORA DE GAS LTDA;1,45866E+13;GLP;04/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;CACOAL;MERCADO FRITZ LTDA;1,17575E+13;GLP;04/11/2019;86;;R$ / 13 kg;BRANCA
N;RO;CACOAL;R. M. NOTARIO DISTRIBUIDORA DE AGUA & GAS EIRELI;1,53754E+13;GLP;04/11/2019;84;61.82;R$ / 13 kg;BRANCA
N;RO;CACOAL;B & M COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,13083E+13;GLP;11/11/2019;90;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;R. M. NOTARIO DISTRIBUIDORA DE AGUA & GAS EIRELI;1,53754E+13;GLP;11/11/2019;84;61.82;R$ / 13 kg;BRANCA
N;RO;CACOAL;SÃO JOSÉ GÁS LTDA;1,97653E+12;GLP;11/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;CACOAL;VIOLATO E CIA LTDA;4,90385E+12;GLP;11/11/2019;89;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;B & M COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,13083E+13;GLP;19/11/2019;90;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;DIAS & DIAS DISTRIBUIDORA DE GAS LTDA;1,45866E+13;GLP;19/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;CACOAL;R. M. NOTARIO DISTRIBUIDORA DE AGUA & GAS EIRELI;1,53754E+13;GLP;19/11/2019;86;61.82;R$ / 13 kg;BRANCA
N;RO;CACOAL;VIOLATO E CIA LTDA;4,90385E+12;GLP;19/11/2019;85;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;MERCADO FRITZ LTDA;1,17575E+13;GLP;25/11/2019;86;;R$ / 13 kg;BRANCA
N;RO;CACOAL;SÃO JOSÉ GÁS LTDA;1,97653E+12;GLP;25/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;CACOAL;B & M COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,13083E+13;GLP;26/11/2019;90;;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;CACOAL;R. M. NOTARIO DISTRIBUIDORA DE AGUA & GAS EIRELI;1,53754E+13;GLP;26/11/2019;86;61.82;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;B F COMERCIO DE GÁS LTDA ME;1,59184E+13;GLP;04/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;CHAMA GÁS COMERCIO E SERVIÇOS EIRELI - ME;2,03926E+13;GLP;04/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;F.J ABREU MATIAS EIRELI ME;2,22589E+13;GLP;04/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FLASH COMERCIO E SERVIÇOS LTDA - ME;2,26551E+13;GLP;04/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FORT GÁS LTDA.;7,26746E+12;GLP;04/11/2019;80;67.12;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;KOBAYASHE MONTEZANI COMERCIO E SERVIÇOS EIRELI ME;2,75841E+13;GLP;04/11/2019;79;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;P S G PEREIRA EIRELI;2,77084E+13;GLP;04/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;PEROLA COMERCIO DE GAS E AGUA LTDA - ME;2,50645E+13;GLP;04/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;CHAMA GÁS COMERCIO E SERVIÇOS EIRELI - ME;2,03926E+13;GLP;11/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;F.J ABREU MATIAS EIRELI ME;2,22589E+13;GLP;11/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FLASH COMERCIO E SERVIÇOS LTDA - ME;2,26551E+13;GLP;11/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FORT GÁS LTDA.;7,26746E+12;GLP;11/11/2019;80;67.12;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;KOBAYASHE MONTEZANI COMERCIO E SERVIÇOS EIRELI ME;2,75841E+13;GLP;11/11/2019;79;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;P S G PEREIRA EIRELI;2,77084E+13;GLP;11/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;PEROLA COMERCIO DE GAS E AGUA LTDA - ME;2,50645E+13;GLP;11/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;E G DE SOUZA ROSARIO;1,28695E+13;GLP;12/11/2019;70.95;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;B F COMERCIO DE GÁS LTDA ME;1,59184E+13;GLP;18/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;CHAMA GÁS COMERCIO E SERVIÇOS EIRELI - ME;2,03926E+13;GLP;18/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;F.J ABREU MATIAS EIRELI ME;2,22589E+13;GLP;18/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FLASH COMERCIO E SERVIÇOS LTDA - ME;2,26551E+13;GLP;18/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FORT GÁS LTDA.;7,26746E+12;GLP;18/11/2019;80;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;KOBAYASHE MONTEZANI COMERCIO E SERVIÇOS EIRELI ME;2,75841E+13;GLP;18/11/2019;79;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;P S G PEREIRA EIRELI;2,77084E+13;GLP;18/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;PEROLA COMERCIO DE GAS E AGUA LTDA - ME;2,50645E+13;GLP;18/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;AUTO POSTO ECO LTDA;7,40572E+12;GLP;25/11/2019;74;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;E G DE SOUZA ROSARIO;1,28695E+13;GLP;25/11/2019;74;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;F.J ABREU MATIAS EIRELI ME;2,22589E+13;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;FLASH COMERCIO E SERVIÇOS LTDA - ME;2,26551E+13;GLP;25/11/2019;82;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;KOBAYASHE MONTEZANI COMERCIO E SERVIÇOS EIRELI ME;2,75841E+13;GLP;25/11/2019;79;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;L DE S SOBRINHO EIRELI ME;2,75944E+13;GLP;25/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;P S G PEREIRA EIRELI;2,77084E+13;GLP;25/11/2019;80;65.95;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;PEROLA COMERCIO DE GAS E AGUA LTDA - ME;2,50645E+13;GLP;25/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;A.J. PAULA PIMENTEL - ME;1,04903E+13;GLP;04/11/2019;88;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;C OLIVEIRA GAS;8,60239E+12;GLP;04/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;COMERCIAL RÚBIO LTDA;5,78028E+12;GLP;04/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;DISTRIBUIDORA DE GÁS RIBEIRO LTDA;1,05574E+12;GLP;04/11/2019;87;62.81;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;DISTRIBUIDORA DE GÁS RIBEIRO LTDA;1,05574E+12;GLP;11/11/2019;87;62.81;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;E & J COMERCIO DE GAS GLP LTDA;2,05136E+13;GLP;12/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;JANDERLUCIO DE OLIVEIRA PEREIRA EIRELI - ME;1,40699E+13;GLP;12/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;VANILDA SOARES DA SILVA - ME;1,52087E+13;GLP;12/11/2019;85;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;C OLIVEIRA GAS;8,60239E+12;GLP;19/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;DISTRIBUIDORA DE GÁS RIBEIRO LTDA;1,05574E+12;GLP;19/11/2019;87;71.1;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;E & J COMERCIO DE GAS GLP LTDA;2,05136E+13;GLP;19/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;VANILDA SOARES DA SILVA - ME;1,52087E+13;GLP;19/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;A.J. PAULA PIMENTEL - ME;1,04903E+13;GLP;25/11/2019;88;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;COMERCIAL RÚBIO LTDA;5,78028E+12;GLP;25/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;JANDERLUCIO DE OLIVEIRA PEREIRA EIRELI - ME;1,40699E+13;GLP;25/11/2019;87;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;DISTRIBUIDORA DE GÁS RIBEIRO LTDA;1,05574E+12;GLP;26/11/2019;87;71.1;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ALEXANDRE NEI PONTES - ME;1,45382E+13;GLP;07/11/2019;70;61.82;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ALMEIDA & FERNANDES COMERCIO E TRANSPORTE LTDA - ME;6,93446E+12;GLP;07/11/2019;74;63.27;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ANTONIA RODRIGUES CUNHA ME;2,00551E+12;GLP;07/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ANTONIO ELIAS PRADO - ME;3,47196E+13;GLP;07/11/2019;75;61.82;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;AUTO POSTO AMAZONAS LTDA;9,30006E+12;GLP;07/11/2019;78;65.95;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;PORTO VELHO;AUTO POSTO CALAMA LTDA;1,09764E+13;GLP;07/11/2019;78;63.27;R$ / 13 kg;ATEM' S
N;RO;PORTO VELHO;AUTO POSTO CALAMA LTDA;1,09764E+13;GLP;07/11/2019;78;61.82;R$ / 13 kg;ATEM' S
N;RO;PORTO VELHO;AZEVEDO & BARBOSA LTDA;9,67603E+12;GLP;07/11/2019;72;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ELIZANDRO NEVES BAZAN AÇOUGUE E MERCEARIA ME.;8,80916E+12;GLP;07/11/2019;75;65.35;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ELVIS FERREIRA DE SOUZA - ME;2,12374E+13;GLP;07/11/2019;75;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;GABRIELA MORAES DA ROCHA - ME;2,69826E+13;GLP;07/11/2019;68;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;GERALDA P. DA C. FARIAS - EPP;3,01545E+12;GLP;07/11/2019;76;65.95;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;I. G. BRAGA - ME.;3,21646E+12;GLP;07/11/2019;70;61.92;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;J CARVALHO SILVA ME;3,44505E+13;GLP;07/11/2019;72;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;J G AGUIAR;4,10628E+12;GLP;07/11/2019;78;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;J.DE SOUZA NORMANDO - ME;2,4867E+12;GLP;07/11/2019;75;67.13;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;JANETE N. C. ALVES;8,20119E+11;GLP;07/11/2019;79;65.95;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;PORTO VELHO;JANETE N. C. ALVES;8,20119E+11;GLP;07/11/2019;79;55.95;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;PORTO VELHO;L L DA SILVA MINIMERCADO;8,9345E+12;GLP;07/11/2019;75;65.95;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;M AGUIAR RODRIGUES;7,40056E+12;GLP;07/11/2019;72;65.95;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;MANOEL FERREIRA BRITO ME;4,93161E+12;GLP;07/11/2019;70;65.951;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;MARCIO EULER LIMA 38406578300;1,55086E+13;GLP;07/11/2019;72;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;MARIA APARECIDA DOS SANTOS - ME;1,10315E+13;GLP;07/11/2019;75;65.95;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;N.G. DAMIÃO - ME;7,32022E+12;GLP;07/11/2019;72;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;NEVES E MENEZES DISTRIBUIDORA DE GÁS LTDA;7,99519E+12;GLP;07/11/2019;77;67.45;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;PORTO GAS COMERCIO E SERVIÇOS EIRELI EPP;2,8506E+13;GLP;07/11/2019;77;67.45;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;POSTO MAIA LTDA;2,74524E+12;GLP;07/11/2019;78;65.95;R$ / 13 kg;PETROBRAS DISTRIBUIDORA S.A.
N;RO;PORTO VELHO;R. S. MAIA;5,9022E+12;GLP;07/11/2019;74;;R$ / 13 kg;BRANCA
